Suburb,Rooms,Type,Price,Date,Bedroom2,Bathroom,Car,Landsize,Propertycount
Sunshine North,4,h,625000,3/11/17,,,,,4217
Sunshine North,3,h,600000,11/12/16,3,1,2,751,4217
Sunshine North,3,h,650000,11/12/16,3,1,0,598,4217
Sunshine North,4,h,640000,11/12/16,4,1,1,609,4217
Sunshine North,4,h,736000,11/12/16,4,1,2,615,4217
Sunshine North,3,h,605000,11/12/16,3,1,1,617,4217
Sunshine North,3,u,422000,5/14/16,,,,,4217
Sunshine North,3,h,650000,5/14/16,3,1,1,611,4217
Sunshine North,3,h,725000,10/15/16,3,1,1,668,4217
Sunshine North,2,h,715000,10/15/16,2,1,2,588,4217
Sunshine North,4,h,735000,4/16/16,4,2,5,635,4217
Sunshine North,3,h,635800,4/16/16,3,1,1,602,4217
Sunshine North,3,h,432500,7/16/16,3,1,1,581,4217
Sunshine North,3,h,621000,9/17/16,3,1,1,619,4217
Sunshine North,3,h,490000,3/18/17,,,,,4217
Sunshine North,3,h,580000,3/18/17,3,1,1,0,4217
Sunshine North,3,h,680000,3/18/17,3,1,2,553,4217
Sunshine North,3,h,700000,6/18/16,3,1,2,538,4217
Sunshine North,3,h,480000,6/18/16,,,,,4217
Sunshine North,3,h,650000,11/19/16,3,1,2,476,4217
Sunshine North,5,h,1050000,11/19/16,,,,,4217
Sunshine North,2,h,1190000,11/19/16,2,1,6,968,4217
Sunshine North,3,h,457000,5/22/16,,,,,4217
Sunshine North,3,h,591000,5/22/16,3,1,2,673,4217
Sunshine North,3,h,665000,5/22/16,3,1,2,707,4217
Sunshine North,3,h,710000,8/22/16,3,1,1,610,4217
Sunshine North,3,h,545000,8/22/16,,,,,4217
Sunshine North,3,h,650000,9/24/16,,,,,4217
Sunshine North,4,h,705000,2/25/17,4,2,1,570,4217
Sunshine North,3,h,520000,2/25/17,3,1,1,535,4217
Sunshine North,3,h,540000,7/26/16,,,,,4217
Sunshine North,3,h,620000,7/26/16,3,3,2,221,4217
Sunshine North,3,h,503000,6/27/16,3,1,1,251,4217
Sunshine North,3,h,700000,11/27/16,,,,,4217
Sunshine North,4,h,785000,5/28/16,,,,,4217
Sunshine North,5,h,1000000,5/28/16,4,2,1,786,4217
Sunshine North,3,h,600000,8/28/16,,,,,4217
Sunshine North,3,h,650000,8/28/16,3,1,1,556,4217
Sunshine North,3,u,530000,8/28/16,,,,,4217
Sunshine North,3,h,871000,8/28/16,3,1,2,694,4217
Sunshine North,3,t,495000,7/30/16,,,,,4217
Sunshine West,4,h,661000,9/3/16,,,,,6763
Sunshine West,3,h,496000,9/3/16,3,1,2,780,6763
Sunshine West,3,h,488000,12/3/16,3,1,2,538,6763
Sunshine West,3,h,560000,12/3/16,3,1,3,582,6763
Sunshine West,3,h,478000,12/3/16,,,,,6763
Sunshine West,3,h,615000,12/3/16,3,2,6,667,6763
Sunshine West,3,t,450000,6/4/16,3,3,1,344,6763
Sunshine West,3,h,531000,5/7/16,,,,,6763
Sunshine West,3,h,581000,5/7/16,3,1,4,656,6763
Sunshine West,3,h,388500,5/7/16,,,,,6763
Sunshine West,4,h,625000,11/7/16,4,2,2,611,6763
Sunshine West,4,h,645400,11/7/16,4,2,3,765,6763
Sunshine West,3,h,465000,11/7/16,,,,,6763
Sunshine West,3,h,680000,11/7/16,3,1,2,726,6763
Sunshine West,3,h,605000,11/7/16,,,,,6763
Sunshine West,3,h,490000,10/8/16,,,,,6763
Sunshine West,3,h,620000,10/8/16,3,1,4,699,6763
Sunshine West,3,h,470000,9/10/16,,,,,6763
Sunshine West,3,u,545000,12/10/16,3,2,1,240,6763
Sunshine West,5,h,621000,12/10/16,5,2,2,596,6763
Sunshine West,3,h,515000,12/10/16,3,1,1,620,6763
Sunshine West,3,h,611000,12/10/16,,,,,6763
Sunshine West,3,h,550000,3/11/17,,,,,6763
Sunshine West,4,h,601000,3/11/17,4,1,4,520,6763
Sunshine West,3,h,687000,11/12/16,3,1,1,695,6763
Sunshine West,3,h,668000,11/12/16,3,1,2,697,6763
Sunshine West,3,h,485000,11/12/16,3,4,2,482,6763
Sunshine West,4,h,510000,8/13/16,4,1,1,672,6763
Sunshine West,3,h,665000,5/14/16,3,3,2,699,6763
Sunshine West,3,h,500000,5/14/16,3,1,1,541,6763
Sunshine West,4,h,670000,5/14/16,,,,,6763
Sunshine West,3,h,825000,10/15/16,3,1,0,792,6763
Sunshine West,3,h,480000,4/16/16,3,1,2,696,6763
Sunshine West,3,h,540000,4/16/16,,,,,6763
Sunshine West,3,h,555000,4/16/16,,,,,6763
Sunshine West,3,h,544500,4/16/16,4,2,2,696,6763
Sunshine West,2,u,345000,4/16/16,,,,,6763
Sunshine West,4,h,621000,7/16/16,3,1,1,700,6763
Sunshine West,3,h,575000,9/17/16,3,1,2,686,6763
Sunshine West,3,h,650000,3/18/17,3,1,3,612,6763
Sunshine West,3,h,593000,3/18/17,3,1,1,534,6763
Sunshine West,3,h,690000,3/18/17,3,1,0,540,6763
Sunshine West,3,h,625000,3/18/17,3,1,2,650,6763
Sunshine West,3,h,660000,3/18/17,3,1,4,700,6763
Sunshine West,3,t,640000,3/18/17,,,,,6763
Sunshine West,3,h,472500,6/18/16,3,1,1,586,6763
Sunshine West,3,h,547500,6/18/16,3,1,2,603,6763
Sunshine West,3,h,590000,6/18/16,3,2,4,697,6763
Sunshine West,3,h,540000,6/18/16,,,,,6763
Sunshine West,1,h,280000,11/19/16,1,1,2,0,6763
Sunshine West,4,h,451500,8/22/16,,,,,6763
Sunshine West,3,h,555000,8/22/16,3,1,1,836,6763
Sunshine West,3,h,587000,8/22/16,3,1,1,694,6763
Sunshine West,3,h,600000,8/22/16,3,2,2,579,6763
Sunshine West,3,h,622500,9/24/16,3,1,1,534,6763
Sunshine West,3,h,540000,9/24/16,,,,,6763
Sunshine West,2,u,455000,9/24/16,,,,,6763
Sunshine West,2,u,350000,9/24/16,2,1,1,235,6763
Sunshine West,4,h,657000,2/25/17,4,2,4,651,6763
Sunshine West,3,h,795000,2/25/17,3,1,2,739,6763
Sunshine West,3,h,682000,7/26/16,3,1,1,694,6763
Sunshine West,3,h,520000,6/27/16,3,1,2,691,6763
Sunshine West,3,h,470000,6/27/16,3,1,1,591,6763
Sunshine West,3,h,400000,6/27/16,,,,,6763
Sunshine West,3,h,586000,6/27/16,3,1,1,701,6763
Sunshine West,3,h,305000,6/27/16,3,1,2,367,6763
Sunshine West,4,h,705000,11/27/16,4,2,4,759,6763
Sunshine West,3,h,486000,11/27/16,3,1,2,539,6763
Sunshine West,4,h,645000,11/27/16,4,2,3,616,6763
Sunshine West,3,h,530000,11/27/16,3,1,1,623,6763
Sunshine West,3,h,500000,11/27/16,3,1,2,627,6763
Sunshine West,3,t,510000,5/28/16,3,2,1,333,6763
Sunshine West,3,h,418000,5/28/16,,,,,6763
Sunshine West,5,h,715000,8/28/16,4,2,2,654,6763
Sunshine West,2,u,230000,8/28/16,,,,,6763
Sunshine West,3,h,545000,8/28/16,3,1,2,512,6763
Sunshine West,2,u,462000,8/28/16,,,,,6763
Sunshine West,3,u,370000,8/28/16,,,,,6763
Sunshine West,3,h,750500,8/28/16,3,2,6,805,6763
Sunshine West,3,h,451000,7/30/16,3,1,6,655,6763
Surrey Hills,4,h,2440000,9/3/16,4,3,2,596,5457
Surrey Hills,3,t,1110000,9/3/16,4,2,2,401,5457
Surrey Hills,4,h,2128000,9/3/16,4,3,2,771,5457
Surrey Hills,3,h,2009000,9/3/16,3,1,2,843,5457
Surrey Hills,5,h,2200000,9/3/16,5,3,2,735,5457
Surrey Hills,3,t,1330500,12/3/16,3,2,2,226,5457
Surrey Hills,3,t,1325000,12/3/16,3,2,1,302,5457
Surrey Hills,3,u,930000,2/4/16,3,2,2,252,5457
Surrey Hills,2,u,640000,3/4/17,2,1,1,0,5457
Surrey Hills,2,u,745000,3/4/17,2,1,1,161,5457
Surrey Hills,3,h,2100000,6/4/16,3,2,2,1255,5457
Surrey Hills,3,h,1700000,6/4/16,3,1,1,763,5457
Surrey Hills,4,h,2500000,8/6/16,4,2,2,783,5457
Surrey Hills,3,h,1910000,8/6/16,3,2,1,404,5457
Surrey Hills,2,h,1018000,8/6/16,3,1,2,391,5457
Surrey Hills,4,h,2200000,5/7/16,4,2,2,734,5457
Surrey Hills,3,u,736000,5/7/16,3,1,2,195,5457
Surrey Hills,2,u,770000,11/7/16,2,1,1,156,5457
Surrey Hills,4,h,2345000,11/7/16,4,2,2,798,5457
Surrey Hills,4,h,2860000,11/7/16,4,2,2,779,5457
Surrey Hills,3,t,1453000,11/7/16,,,,,5457
Surrey Hills,4,h,1530000,10/8/16,4,2,2,486,5457
Surrey Hills,4,h,1930000,10/8/16,4,2,2,867,5457
Surrey Hills,4,h,1812500,10/8/16,4,2,2,715,5457
Surrey Hills,2,u,760000,10/8/16,2,1,1,681,5457
Surrey Hills,2,t,711000,10/8/16,,,,,5457
Surrey Hills,4,h,1300000,9/10/16,4,2,2,809,5457
Surrey Hills,3,h,1864000,9/10/16,2,2,1,405,5457
Surrey Hills,3,h,2200000,9/10/16,3,2,4,816,5457
Surrey Hills,3,h,1960000,12/10/16,3,2,2,585,5457
Surrey Hills,2,h,680000,12/10/16,2,1,1,387,5457
Surrey Hills,4,h,1455000,12/10/16,4,2,1,494,5457
Surrey Hills,5,h,2630000,12/10/16,5,3,2,777,5457
Surrey Hills,3,u,880000,2/11/17,3,1,2,217,5457
Surrey Hills,5,h,1650000,6/12/16,5,5,2,693,5457
Surrey Hills,3,h,1755000,11/12/16,3,2,2,808,5457
Surrey Hills,4,h,1700000,11/12/16,4,1,1,579,5457
Surrey Hills,4,h,1900000,11/12/16,,,,,5457
Surrey Hills,2,u,805000,8/13/16,2,1,2,297,5457
Surrey Hills,5,h,1975000,8/13/16,5,2,2,641,5457
Surrey Hills,4,t,1280000,5/14/16,,,,,5457
Surrey Hills,2,u,610000,10/15/16,2,1,1,102,5457
Surrey Hills,4,h,2003000,10/15/16,4,2,1,383,5457
Surrey Hills,2,u,831000,10/15/16,2,1,1,982,5457
Surrey Hills,5,h,1350000,4/16/16,3,2,2,677,5457
Surrey Hills,2,u,550000,4/16/16,2,1,1,174,5457
Surrey Hills,4,h,1850000,4/16/16,5,2,2,612,5457
Surrey Hills,4,h,2050000,4/16/16,3,2,2,949,5457
Surrey Hills,5,h,2100000,7/16/16,5,2,2,1025,5457
Surrey Hills,3,h,1150000,9/17/16,3,2,1,247,5457
Surrey Hills,2,u,823000,9/17/16,2,1,2,165,5457
Surrey Hills,5,h,2100000,9/17/16,5,4,3,827,5457
Surrey Hills,2,t,770500,9/17/16,1,2,1,88,5457
Surrey Hills,4,h,1250000,9/17/16,3,2,2,457,5457
Surrey Hills,2,u,600000,9/17/16,2,1,1,101,5457
Surrey Hills,3,t,1080000,3/18/17,,,,,5457
Surrey Hills,3,t,1520000,3/18/17,,,,,5457
Surrey Hills,4,h,2060000,3/18/17,4,2,2,745,5457
Surrey Hills,4,h,1750000,3/18/17,4,2,3,817,5457
Surrey Hills,4,h,1725000,6/18/16,3,2,2,798,5457
Surrey Hills,4,h,1703000,11/19/16,,,,,5457
Surrey Hills,2,u,620000,11/19/16,2,1,1,96,5457
Surrey Hills,2,u,562500,11/19/16,2,1,0,0,5457
Surrey Hills,4,h,1850000,5/22/16,3,2,2,632,5457
Surrey Hills,4,h,2125000,5/22/16,4,2,2,702,5457
Surrey Hills,2,u,656000,5/22/16,1,1,1,951,5457
Surrey Hills,4,h,1650000,5/22/16,2,1,0,437,5457
Surrey Hills,5,h,1518000,4/23/16,5,2,1,632,5457
Surrey Hills,3,h,1560000,9/24/16,0,2,1,335,5457
Surrey Hills,3,h,1185000,2/25/17,3,2,2,267,5457
Surrey Hills,3,t,865000,2/25/17,3,1,1,217,5457
Surrey Hills,3,h,1135000,2/25/17,3,1,2,414,5457
Surrey Hills,4,h,2160000,2/25/17,4,3,4,1064,5457
Surrey Hills,2,u,899000,2/25/17,2,1,1,226,5457
Surrey Hills,6,h,2000000,7/26/16,6,3,4,650,5457
Surrey Hills,3,h,2300000,6/27/16,3,2,1,735,5457
Surrey Hills,2,u,520000,6/27/16,2,1,1,0,5457
Surrey Hills,5,h,2450000,6/27/16,5,4,2,1076,5457
Surrey Hills,2,u,600000,11/27/16,2,1,2,124,5457
Surrey Hills,3,h,2180000,11/27/16,3,1,2,441,5457
Surrey Hills,4,h,2760000,11/27/16,4,2,4,924,5457
Surrey Hills,2,u,813000,1/28/16,2,1,2,108,5457
Surrey Hills,3,h,1205000,1/28/16,3,1,2,490,5457
Surrey Hills,3,h,1251000,5/28/16,4,2,1,536,5457
Surrey Hills,6,h,1650000,5/28/16,4,3,2,713,5457
Surrey Hills,2,h,600000,5/28/16,2,1,1,163,5457
Surrey Hills,4,h,1835000,5/28/16,4,2,2,619,5457
Surrey Hills,2,u,778500,5/28/16,2,1,1,170,5457
Surrey Hills,4,h,1751000,8/28/16,3,1,3,627,5457
Surrey Hills,2,u,694000,8/28/16,3,1,1,0,5457
Templestowe Lower,3,h,1150000,9/3/16,4,2,2,649,5420
Templestowe Lower,4,h,1201000,9/3/16,4,2,2,657,5420
Templestowe Lower,4,h,1165000,12/3/16,4,2,4,673,5420
Templestowe Lower,3,h,1098000,12/3/16,3,2,1,649,5420
Templestowe Lower,3,h,742500,12/3/16,3,1,2,313,5420
Templestowe Lower,5,h,1050000,3/4/17,5,3,2,728,5420
Templestowe Lower,4,h,1257000,3/4/17,4,3,2,706,5420
Templestowe Lower,4,t,1065000,3/4/17,,,,,5420
Templestowe Lower,3,h,1101000,6/4/16,3,2,2,643,5420
Templestowe Lower,3,u,641000,6/4/16,3,1,2,349,5420
Templestowe Lower,3,t,736500,6/4/16,,,,,5420
Templestowe Lower,8,h,1150000,6/4/16,6,4,3,668,5420
Templestowe Lower,4,h,1000000,6/4/16,,,,,5420
Templestowe Lower,3,h,1200000,8/6/16,3,1,2,730,5420
Templestowe Lower,4,h,990000,8/6/16,4,2,2,652,5420
Templestowe Lower,4,h,1500000,5/7/16,4,2,2,420,5420
Templestowe Lower,3,h,1290000,11/7/16,3,1,2,900,5420
Templestowe Lower,3,h,1105000,10/8/16,,,,,5420
Templestowe Lower,4,h,790000,10/8/16,4,2,5,671,5420
Templestowe Lower,5,h,950000,9/10/16,5,3,2,700,5420
Templestowe Lower,4,h,1421000,9/10/16,4,2,2,650,5420
Templestowe Lower,3,h,1051000,12/10/16,3,2,1,962,5420
Templestowe Lower,3,h,1065000,12/10/16,3,1,2,664,5420
Templestowe Lower,4,h,1120000,12/10/16,4,2,2,636,5420
Templestowe Lower,2,t,692000,2/11/17,,,,,5420
Templestowe Lower,5,h,1710000,3/11/17,5,2,2,666,5420
Templestowe Lower,4,h,1280000,11/12/16,4,2,2,681,5420
Templestowe Lower,5,h,750000,11/12/16,5,3,4,800,5420
Templestowe Lower,3,h,982000,8/13/16,,,,,5420
Templestowe Lower,4,h,958000,8/13/16,,,,,5420
Templestowe Lower,4,h,1000000,8/13/16,4,3,2,728,5420
Templestowe Lower,2,t,678000,10/15/16,2,1,1,340,5420
Templestowe Lower,4,h,1210000,4/16/16,,,,,5420
Templestowe Lower,3,h,1010000,4/16/16,3,2,2,751,5420
Templestowe Lower,4,h,1000000,7/16/16,,,,,5420
Templestowe Lower,3,h,905000,9/17/16,,,,,5420
Templestowe Lower,4,h,1325000,9/17/16,4,3,2,740,5420
Templestowe Lower,4,h,1180000,3/18/17,,,,,5420
Templestowe Lower,3,u,888000,3/18/17,,,,,5420
Templestowe Lower,3,h,1210000,3/18/17,3,1,1,794,5420
Templestowe Lower,3,t,766000,3/18/17,3,1,1,226,5420
Templestowe Lower,3,h,982000,6/18/16,4,2,2,652,5420
Templestowe Lower,4,h,945000,6/18/16,4,2,2,675,5420
Templestowe Lower,3,u,725000,6/18/16,3,1,1,465,5420
Templestowe Lower,4,h,975000,11/19/16,4,2,2,953,5420
Templestowe Lower,3,h,1211000,11/19/16,3,2,2,875,5420
Templestowe Lower,3,h,1500500,11/19/16,,,,,5420
Templestowe Lower,4,h,1100000,11/19/16,4,2,4,654,5420
Templestowe Lower,3,h,1155000,5/22/16,3,1,1,770,5420
Templestowe Lower,5,h,890000,5/22/16,,,,,5420
Templestowe Lower,4,h,920000,8/22/16,4,2,2,678,5420
Templestowe Lower,4,h,1100000,8/22/16,,,,,5420
Templestowe Lower,3,h,940000,4/23/16,3,1,1,661,5420
Templestowe Lower,3,h,1053000,9/24/16,3,1,1,726,5420
Templestowe Lower,3,u,725000,9/24/16,,,,,5420
Templestowe Lower,3,h,1002000,9/24/16,3,1,2,799,5420
Templestowe Lower,4,h,850000,2/25/17,,,,,5420
Templestowe Lower,3,u,755000,2/25/17,3,1,2,265,5420
Templestowe Lower,3,h,1050000,2/25/17,,,,,5420
Templestowe Lower,4,h,1100000,2/25/17,,,,,5420
Templestowe Lower,4,h,1209000,7/26/16,4,2,2,770,5420
Templestowe Lower,5,h,2080000,7/26/16,5,4,2,646,5420
Templestowe Lower,4,h,1175000,6/27/16,,,,,5420
Templestowe Lower,3,h,1050000,6/27/16,3,1,2,727,5420
Templestowe Lower,4,h,1118000,6/27/16,4,2,2,705,5420
Templestowe Lower,4,h,1070000,6/27/16,4,2,2,637,5420
Templestowe Lower,4,h,903000,6/27/16,4,1,2,618,5420
Templestowe Lower,3,h,1220000,11/27/16,3,1,2,720,5420
Templestowe Lower,4,h,1222000,11/27/16,4,2,4,732,5420
Templestowe Lower,5,h,1097500,11/27/16,,,,,5420
Templestowe Lower,3,h,2025000,11/27/16,3,1,2,796,5420
Templestowe Lower,3,u,755000,11/27/16,,,,,5420
Templestowe Lower,4,h,1505000,11/27/16,,,,,5420
Templestowe Lower,4,h,1650000,11/27/16,4,2,2,673,5420
Templestowe Lower,4,h,1182500,11/27/16,4,2,2,650,5420
Templestowe Lower,4,h,1020000,11/27/16,4,2,2,652,5420
Templestowe Lower,5,h,970000,5/28/16,,,,,5420
Templestowe Lower,3,h,838000,5/28/16,3,2,1,467,5420
Templestowe Lower,3,h,650000,5/28/16,3,1,2,327,5420
Templestowe Lower,4,h,870000,5/28/16,4,1,2,826,5420
Templestowe Lower,4,h,1150000,5/28/16,,,,,5420
Templestowe Lower,3,h,1509000,5/28/16,3,2,2,812,5420
Templestowe Lower,6,h,1363000,8/28/16,,,,,5420
Templestowe Lower,4,h,1309000,8/28/16,,,,,5420
Templestowe Lower,4,h,1358500,8/28/16,4,2,2,742,5420
Templestowe Lower,4,h,870000,7/30/16,,,,,5420
Thornbury,3,u,510000,9/3/16,3,1,1,0,8870
Thornbury,2,u,470000,12/3/16,2,1,1,0,8870
Thornbury,3,h,1470000,12/3/16,,,,,8870
Thornbury,2,u,435000,12/3/16,2,1,1,1054,8870
Thornbury,1,u,517500,12/3/16,1,1,0,0,8870
Thornbury,1,u,370000,12/3/16,1,1,1,0,8870
Thornbury,2,u,520000,12/3/16,,,,,8870
Thornbury,2,t,805000,2/4/16,2,1,2,164,8870
Thornbury,5,h,1645000,2/4/16,,,,,8870
Thornbury,2,t,630000,3/4/17,,,,,8870
Thornbury,4,h,1428888,3/4/17,4,2,1,470,8870
Thornbury,2,h,940000,5/7/16,2,1,1,372,8870
Thornbury,1,u,270000,11/7/16,1,1,1,0,8870
Thornbury,3,t,865000,11/7/16,3,2,2,158,8870
Thornbury,2,h,700000,11/7/16,2,1,1,139,8870
Thornbury,3,t,910000,11/7/16,3,2,1,0,8870
Thornbury,2,u,491000,11/7/16,,,,,8870
Thornbury,2,u,532000,10/8/16,,,,,8870
Thornbury,3,h,1135000,10/8/16,3,1,1,294,8870
Thornbury,1,u,260000,9/10/16,1,1,1,0,8870
Thornbury,2,u,505000,9/10/16,2,1,1,0,8870
Thornbury,3,h,1010000,9/10/16,,,,,8870
Thornbury,1,u,365000,12/10/16,1,1,1,0,8870
Thornbury,3,h,1430000,2/11/17,3,1,3,705,8870
Thornbury,2,u,525500,2/11/17,2,1,1,724,8870
Thornbury,3,h,1210000,6/12/16,3,2,2,398,8870
Thornbury,2,h,944000,6/12/16,2,1,1,185,8870
Thornbury,2,h,970000,6/12/16,2,1,3,491,8870
Thornbury,3,h,887000,11/12/16,3,2,2,540,8870
Thornbury,3,h,1265000,11/12/16,,,,,8870
Thornbury,1,u,277500,11/12/16,1,1,1,0,8870
Thornbury,3,h,701000,8/13/16,3,3,2,273,8870
Thornbury,2,h,740000,5/14/16,3,1,2,467,8870
Thornbury,2,h,1110000,5/14/16,2,1,0,288,8870
Thornbury,3,h,2040000,5/14/16,,,,,8870
Thornbury,4,h,795000,5/14/16,4,2,1,402,8870
Thornbury,2,h,720000,5/14/16,,,,,8870
Thornbury,1,u,332000,5/14/16,1,1,1,612,8870
Thornbury,3,h,1200000,10/15/16,,,,,8870
Thornbury,3,h,1265000,10/15/16,3,2,2,397,8870
Thornbury,2,h,1085000,10/15/16,2,1,2,303,8870
Thornbury,3,h,898000,4/16/16,3,2,2,210,8870
Thornbury,3,h,1235000,4/16/16,3,3,1,288,8870
Thornbury,3,t,910500,4/16/16,3,2,2,157,8870
Thornbury,3,h,995000,4/16/16,2,1,1,327,8870
Thornbury,2,h,760000,4/16/16,2,1,0,0,8870
Thornbury,2,u,505000,4/16/16,2,1,0,0,8870
Thornbury,3,h,1400000,9/17/16,2,2,1,417,8870
Thornbury,3,h,1200000,9/17/16,3,2,2,430,8870
Thornbury,3,h,920000,9/17/16,2,1,2,410,8870
Thornbury,3,h,1110000,9/17/16,3,1,1,562,8870
Thornbury,3,h,1200000,9/17/16,3,2,1,345,8870
Thornbury,2,u,560000,9/17/16,2,1,2,0,8870
Thornbury,2,u,646000,9/17/16,,,,,8870
Thornbury,2,u,450000,3/18/17,2,1,1,0,8870
Thornbury,3,h,1190000,3/18/17,3,1,0,0,8870
Thornbury,3,h,1020000,3/18/17,3,1,1,366,8870
Thornbury,3,h,1245000,3/18/17,3,1,1,409,8870
Thornbury,2,u,350000,6/18/16,2,1,1,0,8870
Thornbury,2,h,1065000,6/18/16,,,,,8870
Thornbury,2,u,571750,6/18/16,2,1,1,0,8870
Thornbury,2,h,874000,11/19/16,2,1,2,333,8870
Thornbury,3,h,1427000,11/19/16,3,1,1,275,8870
Thornbury,1,u,295000,11/19/16,1,1,1,0,8870
Thornbury,1,u,383000,11/19/16,1,1,1,0,8870
Thornbury,2,h,1164000,11/19/16,2,2,0,206,8870
Thornbury,1,u,315000,11/19/16,1,1,1,0,8870
Thornbury,2,u,422000,11/19/16,,,,,8870
Thornbury,1,u,245000,5/22/16,1,1,1,0,8870
Thornbury,3,h,1290000,5/22/16,3,1,2,435,8870
Thornbury,2,u,605000,5/22/16,2,1,1,133,8870
Thornbury,2,u,501000,5/22/16,,,,,8870
Thornbury,2,u,450000,8/22/16,2,1,1,335,8870
Thornbury,2,h,900000,8/22/16,2,1,1,497,8870
Thornbury,3,h,1620000,8/22/16,3,2,2,477,8870
Thornbury,2,u,438000,8/22/16,2,1,1,0,8870
Thornbury,2,h,1143000,8/22/16,2,1,2,431,8870
Thornbury,1,u,360000,8/22/16,,,,,8870
Thornbury,2,h,925000,9/24/16,2,1,1,258,8870
Thornbury,3,h,1250000,9/24/16,3,2,3,297,8870
Thornbury,3,t,1070000,9/24/16,3,2,2,158,8870
Thornbury,2,u,371000,9/24/16,2,1,1,0,8870
Thornbury,3,h,1570000,9/24/16,4,2,1,377,8870
Thornbury,2,u,486000,9/24/16,2,1,1,0,8870
Thornbury,3,t,1100000,2/25/17,3,2,2,7330,8870
Thornbury,2,h,1211000,2/25/17,2,1,0,302,8870
Thornbury,2,u,466000,2/25/17,2,1,1,909,8870
Thornbury,3,h,1280000,2/25/17,3,1,1,253,8870
Thornbury,4,h,1478000,2/25/17,4,2,0,387,8870
Thornbury,2,u,490000,2/25/17,,,,,8870
Thornbury,3,h,1280000,2/25/17,3,2,2,349,8870
Thornbury,3,h,1913000,2/25/17,3,2,2,611,8870
Thornbury,3,h,1272000,7/26/16,3,1,0,297,8870
Thornbury,2,h,972000,7/26/16,2,1,0,229,8870
Thornbury,4,h,928500,7/26/16,4,2,2,538,8870
Thornbury,2,u,432500,6/27/16,2,1,1,748,8870
Thornbury,1,u,330000,6/27/16,1,1,1,0,8870
Thornbury,3,h,1200000,6/27/16,3,2,2,349,8870
Thornbury,2,u,510000,6/27/16,2,1,1,0,8870
Thornbury,3,h,1370000,11/27/16,3,2,3,417,8870
Thornbury,3,h,1470000,11/27/16,,,,,8870
Thornbury,1,u,303500,11/27/16,1,1,1,0,8870
Thornbury,3,h,1160000,11/27/16,3,2,2,644,8870
Thornbury,2,u,601000,5/28/16,2,1,1,82,8870
Thornbury,3,h,1430000,8/28/16,3,2,2,365,8870
Thornbury,3,h,1380000,8/28/16,3,2,1,359,8870
Thornbury,3,h,1200000,7/30/16,3,2,1,332,8870
Toorak,3,h,4300000,12/3/16,,,,,7217
Toorak,3,h,1435000,12/3/16,3,1,0,889,7217
Toorak,4,h,5500000,12/3/16,4,3,2,691,7217
Toorak,1,u,546000,12/3/16,1,1,1,1677,7217
Toorak,3,h,1635000,12/3/16,3,1,2,386,7217
Toorak,2,u,876000,3/4/17,2,1,1,649,7217
Toorak,2,u,620000,3/4/17,2,1,1,1119,7217
Toorak,4,h,5500000,3/4/17,4,4,5,877,7217
Toorak,2,h,1300000,3/4/17,2,1,0,338,7217
Toorak,3,h,1689000,3/4/17,3,1,0,222,7217
Toorak,2,u,517500,3/4/17,2,1,1,0,7217
Toorak,3,u,1100000,3/4/17,3,2,1,0,7217
Toorak,1,u,750000,3/4/17,,,,,7217
Toorak,3,u,1101000,6/4/16,,,,,7217
Toorak,1,u,430000,6/4/16,2,1,1,0,7217
Toorak,2,u,701500,6/4/16,2,1,1,0,7217
Toorak,2,u,925000,8/6/16,2,2,2,0,7217
Toorak,2,u,450000,8/6/16,2,1,1,0,7217
Toorak,2,u,750000,8/6/16,,,,,7217
Toorak,1,u,349000,5/7/16,1,1,1,0,7217
Toorak,2,u,838000,11/7/16,2,1,1,0,7217
Toorak,2,u,380000,11/7/16,2,1,1,0,7217
Toorak,3,t,1800000,11/7/16,,,,,7217
Toorak,1,u,462800,10/8/16,1,1,1,0,7217
Toorak,2,u,1450000,10/8/16,2,2,2,0,7217
Toorak,4,h,4000000,9/10/16,3,2,2,632,7217
Toorak,3,u,1635000,9/10/16,3,1,0,1099,7217
Toorak,3,u,1560000,9/10/16,,,,,7217
Toorak,3,t,2400000,9/10/16,3,3,2,425,7217
Toorak,1,u,345000,9/10/16,1,1,1,0,7217
Toorak,2,u,775000,9/10/16,,,,,7217
Toorak,3,t,2650000,9/10/16,3,3,2,0,7217
Toorak,2,u,1330000,12/10/16,,,,,7217
Toorak,3,h,2820000,12/10/16,3,2,2,600,7217
Toorak,2,u,810000,12/10/16,2,2,2,0,7217
Toorak,3,h,3850000,3/11/17,,,,,7217
Toorak,3,h,2840000,3/11/17,3,2,4,1317,7217
Toorak,3,t,2700000,6/12/16,3,2,2,294,7217
Toorak,1,u,515501,11/12/16,1,1,1,0,7217
Toorak,1,u,611000,11/12/16,1,1,1,0,7217
Toorak,4,h,4000000,8/13/16,4,4,4,324,7217
Toorak,1,u,405000,5/14/16,1,1,1,0,7217
Toorak,3,h,6250000,10/15/16,3,3,2,564,7217
Toorak,4,h,4500000,10/15/16,4,3,2,732,7217
Toorak,4,h,2025000,10/15/16,4,2,2,237,7217
Toorak,1,u,541000,10/15/16,1,1,1,0,7217
Toorak,3,t,1550000,10/15/16,3,2,2,117,7217
Toorak,3,u,2205000,10/15/16,4,2,2,0,7217
Toorak,2,u,1100000,10/15/16,3,2,2,0,7217
Toorak,2,u,490000,10/15/16,2,1,1,0,7217
