Suburbasd,Address,Pricesdasd,SellerG,,,,,,,Suburb,Prices
Fawkner,4 Lord St,585000,hockingstuart,,,,,,,,
Fawkner,7 Alec Cr,585000,Ray,,,,,,,,
Fawkner,20 Penn Ct,662000,Alexkarbon,,,,,,,,
Fawkner,46 Percy St,615000,Ray,,,,,,,,
Fawkner,1/14 Preston St,500000,Stockdale,,,,,,,,
Fawkner,45 Denys St,650000,Brad,,,,,,,,
Fawkner,17 James St,665000,hockingstuart,,,,,,,,
Fawkner,84 Lynch Rd,640000,hockingstuart,,,,,,,,
Fawkner,73 Major Rd,526000,Harcourts,,,,,,,,
Fawkner,13 Mutton Rd,540000,Crane,,,,,,,,
Fawkner,45 Bruce St,540000,Brad,,,,,,,,
Fawkner,3 Brian St,625000,Brad,,,,,,,,
Fawkner,101 Denys St,681000,hockingstuart,,,,,,,,
Fawkner,159 Jukes Rd,690000,hockingstuart,,,,,,,,
Fawkner,151 McBryde St,640000,Brad,,,,,,,,
Fawkner,87 McBryde St,660000,Stockdale,,,,,,,,
Fawkner,53 Queens Pde,783000,hockingstuart,,,,,,,,
Fawkner,18 Pitt St,635000,Brad,,,,,,,,
Fawkner,4/14 Preston St,550000,hockingstuart,,,,,,,,
Fawkner,2/26 Shirley St,553500,Ray,,,,,,,,
Fawkner,15a Disney St,460000,Brad,,,,,,,,
Fawkner,13 McDougall St,619000,Ray,,,,,,,,
Fawkner,1/12 Brooks St,460000,Eview,,,,,,,,
Fawkner,1 Imaroo St,570500,Ray,,,,,,,,
Fawkner,2/79 Queens Pde,288000,Brad,,,,,,,,
Fawkner,62 Dowding Cl,615000,Stockdale,,,,,,,,
Fawkner,39 Lynch Rd,751000,Stockdale,,,,,,,,
Fawkner,250 McBryde St,609000,Ray,,,,,,,,
Fawkner,3 Penn Ct,605000,Brad,,,,,,,,
Fawkner,37 Pitt St,691500,hockingstuart,,,,,,,,
Fawkner,106 Jukes Rd,850000,Leased,,,,,,,,
Fawkner,26 Ledger Av,760500,Brad,,,,,,,,
Fawkner,6 Lock St,752500,hockingstuart,,,,,,,,
Fawkner,3 Syndal St,650000,Brad,,,,,,,,
Fawkner,16 Janice Ct,538000,Nelson,,,,,,,,
Fawkner,21 Penn Ct,750000,Brad,,,,,,,,
Fawkner,1 James St,650000,Brad,,,,,,,,
Fawkner,3 Jeanine Cr,622000,Nelson,,,,,,,,
Fawkner,30 Tucker St,771000,hockingstuart,,,,,,,,
Fawkner,1/11 Brockley Rd,400000,Raine,,,,,,,,
Fawkner,17 Edward St,527000,YPA,,,,,,,,
Fawkner,102a Jukes Rd,538000,Luxton,,,,,,,,
Fawkner,82 Lorne St,860000,Nelson,,,,,,,,
Fawkner,94 Major Rd,515000,hockingstuart,,,,,,,,
Fawkner,10 Patricia Dr,617000,hockingstuart,,,,,,,,
Fawkner,162 Anderson Rd,550000,Brad,,,,,,,,
Fawkner,1/80 Argyle St,540000,hockingstuart,,,,,,,,
Fawkner,41 Murray St,643000,Nelson,,,,,,,,
Fawkner,34a Preston St,631000,hockingstuart,,,,,,,,
Fawkner,89 Marlborough St,782000,Brad,,,,,,,,
Fawkner,256 McBryde St,640000,YPA,,,,,,,,
Fawkner,1/66 Lorne St,470000,Brad,,,,,,,,
Fawkner,19 Stanford Cl,700500,Stockdale,,,,,,,,
Fawkner,12 Brockley Rd,532000,Nelson,,,,,,,,
Fawkner,6 Brockley Rd,575000,Stockdale,,,,,,,,
Fawkner,2 Murray St,562000,Stockdale,,,,,,,,
Fawkner,106 William St,620000,Stockdale,,,,,,,,
Fawkner,14 Baird St,655000,Brad,,,,,,,,
Fawkner,12 Selola Ct,652500,hockingstuart,,,,,,,,
Fawkner,13 Brockley Rd,1010000,Stockdale,,,,,,,,
Fawkner,15 Dowding Cl,480000,Nelson,,,,,,,,
Fawkner,1/26 Tucker St,492000,Ray,,,,,,,,
Fawkner,38 Tyrrell Cr,626000,Ray,,,,,,,,
Fawkner,2/11 Dowling St,422500,Ray,,,,,,,,
Hawthorn East,742 Burwood Rd,1550000,Noel,,,,,,,,
Hawthorn East,15 Rathmines Rd,2151000,Kay,,,,,,,,
Hawthorn East,22 Stewart St,1140000,Marshall,,,,,,,,
Hawthorn East,4/799 Burwood Rd,420000,hockingstuart,,,,,,,,
Hawthorn East,2/28 Caroline St,1220000,Marshall,,,,,,,,
Hawthorn East,29 Lawson St,2875000,Jellis,,,,,,,,
Hawthorn East,10 Neave St,3350000,hockingstuart,,,,,,,,
Hawthorn East,3/348 Riversdale Rd,665500,hockingstuart,,,,,,,,
Hawthorn East,66 Roseberry St,1865000,Jellis,,,,,,,,
Hawthorn East,4/78 Campbell Rd,1500000,Kay,,,,,,,,
Hawthorn East,1/31 Havelock Rd,875000,Kay,,,,,,,,
Hawthorn East,748 Burwood Rd,1700000,Marshall,,,,,,,,
Hawthorn East,22 Miami St,1650000,RT,,,,,,,,
Hawthorn East,1051 Burke Rd,1615000,Jellis,,,,,,,,
Hawthorn East,2/2 Myrniong Gr,1600000,Marshall,,,,,,,,
Hawthorn East,310 Riversdale Rd,1450000,hockingstuart,,,,,,,,
Hawthorn East,5/305 Riversdale Rd,490000,Marshall,,,,,,,,
Hawthorn East,17 Oberon Av,1410000,Jellis,,,,,,,,
Hawthorn East,10/26 Redfern Rd,1110000,Jellis,,,,,,,,
Hawthorn East,21 Russell St,1425000,Jellis,,,,,,,,
Hawthorn East,58 Auburn Gr,3100000,Kay,,,,,,,,
Hawthorn East,7/11 Harts Pde,555000,Noel,,,,,,,,
Hawthorn East,3/39 Mayston St,887000,Marshall,,,,,,,,
Hawthorn East,503 Tooronga Rd,1700000,Jellis,,,,,,,,
Hawthorn East,20 Beaconsfield Rd,1585000,Jellis,,,,,,,,
Hawthorn East,1/1 Clifton Rd,935000,Noel,,,,,,,,
Hawthorn East,5/75 Harold St,460000,Fletchers,,,,,,,,
Hawthorn East,18 Carlyle St,3050000,Kay,,,,,,,,
Hawthorn East,4/50 Victoria Rd,1460000,Marshall,,,,,,,,
Hawthorn East,13/84 Campbell Rd,365000,Jellis,,,,,,,,
Hawthorn East,10/11 Grandview Gr,550000,Noel,,,,,,,,
Hawthorn East,16 Leura Gr,2800000,Jellis,,,,,,,,
Hawthorn East,2/282 Riversdale Rd,320000,Fletchers,,,,,,,,
Hawthorn East,1/17 Auburn Gr,573000,Kay,,,,,,,,
Hawthorn East,515/138 Camberwell Rd,820000,RT,,,,,,,,
Hawthorn East,4/161 Victoria Rd,680000,hockingstuart,,,,,,,,
Hawthorn East,6/537 Tooronga Rd,1170000,Jellis,,,,,,,,
Hawthorn East,63 Victoria Rd,2250000,RT,,,,,,,,
Hawthorn East,123/20 Camberwell Rd,670000,RT,,,,,,,,
Hawthorn East,36 Invermay Gr,2381000,Marshall,,,,,,,,
Hawthorn East,1/36 Pleasant Rd,1738000,Jellis,,,,,,,,
Hawthorn East,1 Torring Rd,1582000,Fletchers,,,,,,,,
Hawthorn East,16/36 Anderson Rd,735000,Noel,,,,,,,,
Hawthorn East,5 Nicholson St,2920000,Marshall,,,,,,,,
Hawthorn East,3 Avenue Victoria,1920000,Jellis,,,,,,,,
Hawthorn East,40 Campbell Gr,1420000,Marshall,,,,,,,,
Hawthorn East,12/82 Campbell Rd,400000,Noel,,,,,,,,
Hawthorn East,5a Garden St,1790000,Jellis,,,,,,,,
Hawthorn East,10 Miami St,2100000,Marshall,,,,,,,,
Hawthorn East,45 Roseberry St,1335000,Fletchers,,,,,,,,
Hawthorn East,66 Roseberry St,1825000,Jellis,,,,,,,,
Hawthorn East,452 Barkers Rd,3210000,Jellis,,,,,,,,
Hawthorn East,2/2 Clifton Rd,840000,Jellis,,,,,,,,
Hawthorn East,501/38 Harold St,705000,Marshall,,,,,,,,
Hawthorn East,21 Myrniong Gr,3310000,RT,,,,,,,,
Hawthorn East,797 Burwood Rd,3500000,Jellis,,,,,,,,
Hawthorn East,16/799 Burwood Rd,444000,LITTLE,,,,,,,,
Hawthorn East,38 Caroline St,1538000,Jellis,,,,,,,,
Hawthorn East,11 Council St,1320000,Jellis,,,,,,,,
Hawthorn East,18 Gillman St,1890000,Marshall,,,,,,,,
Hawthorn East,4/2 Myrniong Gr,1240000,Jellis,,,,,,,,
Hawthorn East,336 Riversdale Rd,2450000,Marshall,,,,,,,,
Hawthorn East,3/859 Toorak Rd,1590000,Jellis,,,,,,,,
Hawthorn East,218/12 Albert St,375000,hockingstuart,,,,,,,,
Hawthorn East,13 Clive Rd,2450000,Jellis,,,,,,,,
Hawthorn East,75 Leura Gr,3020000,Hooper,,,,,,,,
Hawthorn East,43 Mayston St,1625000,Woodards,,,,,,,,
Hawthorn East,122 Victoria Rd,2775000,Marshall,,,,,,,,
Hawthorn East,3/23 Auburn Gr,568000,Jellis,,,,,,,,
Hawthorn East,4/43 Clifton Rd,706000,hockingstuart,,,,,,,,
Hawthorn East,3 Jaques St,2500000,RT,,,,,,,,
Hawthorn East,91 Rathmines Rd,2350000,Marshall,,,,,,,,
Hawthorn East,24 Wiseman St,1385000,Marshall,,,,,,,,
Hawthorn East,5/107 Victoria Rd,655250,Marshall,,,,,,,,
Hawthorn East,4 Temple St,1666000,Noel,,,,,,,,
Hawthorn East,4/3 Brookfield Ct,430000,Jellis,,,,,,,,
Hawthorn East,1/31 Ryeburne Av,835000,Woodards,,,,,,,,
Hawthorn East,1 Avenue Victoria,2040000,Nelson,,,,,,,,
Hawthorn East,8/423 Tooronga Rd,505000,Greg,,,,,,,,
Hawthorn East,12/36 Anderson Rd,500000,Peter,,,,,,,,
Hawthorn East,2/11 Harts Pde,622000,Williams,,,,,,,,
Hawthorn East,2/30 Ryeburne Av,650000,Noel,,,,,,,,
Hawthorn East,20 Stewart St,1650000,Marshall,,,,,,,,
Hawthorn East,5/80 Campbell Rd,371000,O'Donoghues,,,,,,,,
Hawthorn East,103 Pleasant Rd,1900000,Kay,,,,,,,,
Hawthorn East,61 Roseberry St,1625000,Marshall,,,,,,,,
Hawthorn East,3/842 Toorak Rd,701000,Jellis,,,,,,,,
Hawthorn East,26 Roseberry St,1100000,Jellis,,,,,,,,
Hawthorn East,90 Harcourt St,2200000,hockingstuart,,,,,,,,
Hawthorn East,2/60 Rathmines Rd,975000,Fletchers,,,,,,,,
Heidelberg,5/68 Brown St,546500,Miles,,,,,,,,
Heidelberg,4/81 Rosanna Rd,620000,Fletchers,,,,,,,,
Heidelberg,18/74 Darebin St,985000,Miles,,,,,,,,
Heidelberg,22 Almay Gr,1220000,Miles,,,,,,,,
Heidelberg,4/71 Rosanna Rd,550000,hockingstuart,,,,,,,,
Heidelberg,6/542 Upper Heidelberg Rd,585000,Barry,,,,,,,,
Heidelberg,4/51 Yarra St,705000,Miles,,,,,,,,
Heidelberg,13/77 Rosanna Rd,420000,Miles,,,,,,,,
Heidelberg,95 Rosanna Rd,1705000,Barry,,,,,,,,
Heidelberg,7/75 Rosanna Rd,490000,Purplebricks,,,,,,,,
Heidelberg,17/127 Hawdon St,579000,Nelson,,,,,,,,
Heidelberg,13 Hodgson St,1110000,Nelson,,,,,,,,
Heidelberg,3/43 Rosanna Rd,540000,William,,,,,,,,
Heidelberg,55 Halifax Av,1240000,Miles,,,,,,,,
Heidelberg,13 Edgar St,750000,Nelson,,,,,,,,
Heidelberg,50 Manton St,1115000,Miles,,,,,,,,
Heidelberg,35 Beverley Rd,1000000,Miles,,,,,,,,
Heidelberg,2/56 Banksia St,595000,Miles,,,,,,,,
Heidelberg,22/127 Hawdon St,690000,Miles,,,,,,,,
Heidelberg,6 Bolden St,1401000,Nelson,,,,,,,,
Heidelberg,1/58 Darebin St,808000,Miles,,,,,,,,
Heidelberg,34 Martin St,1031000,Miles,,,,,,,,
Heidelberg,7/106 Brown St,600000,Miles,,,,,,,,
Heidelberg,2/172 Cape St,655000,hockingstuart,,,,,,,,
Heidelberg,10 Cleve Gr,1195000,Miles,,,,,,,,
Heidelberg,1/14 Edgar St,850000,Fletchers,,,,,,,,
Heidelberg,4/97 Hawdon St,830000,Miles,,,,,,,,
Heidelberg,55 Hodgson St,1076000,Miles,,,,,,,,
Heidelberg,14 Scarborough Dr,1362000,Miles,,,,,,,,
Heidelberg,3/10 Edgar St,690000,Miles,,,,,,,,
Heidelberg,57 Martin St,1375000,Miles,,,,,,,,
Heidelberg,14 Adamson St,1400000,Miles,,,,,,,,
Heidelberg,2/3 Andrews St,475000,Stockdale,,,,,,,,
Heidelberg,36 Buckingham Dr,1030000,Miles,,,,,,,,
Heidelberg,175 Cape St,1455000,Barry,,,,,,,,
Heidelberg,34 Quinn St,1125000,Ray,,,,,,,,
Ivanhoe East,23 Hilltop Cr,1775000,Nelson,,,,,,,,
Ivanhoe East,271 The Boulevard,3850000,Miles,,,,,,,,
Ivanhoe East,24 Flora Gr,1605000,Miles,,,,,,,,
Ivanhoe East,5/3 Rotherwood Rd,470000,Nelson,,,,,,,,
Ivanhoe East,61 Streeton Cr,3350000,Miles,,,,,,,,
Ivanhoe East,11 Warncliffe Rd,2150000,Miles,,,,,,,,
Ivanhoe East,41 McArthur Rd,1740000,Miles,,,,,,,,
Ivanhoe East,44 Keam St,1660000,Fletchers,,,,,,,,
Ivanhoe East,3/36 Wilfred Rd,1260000,Miles,,,,,,,,
Ivanhoe East,31 Keam St,2200000,Miles,,,,,,,,
Ivanhoe East,11/33 Carmichael St,485000,Miles,,,,,,,,
Ivanhoe East,21 Wilfred Rd,1651000,Barry,,,,,,,,
Ivanhoe East,10 Carmichael St,1875000,Nelson,,,,,,,,
Ivanhoe East,333 The Boulevard,1797000,hockingstuart,,,,,,,,
Ivanhoe East,1/169 Lower Heidelberg Rd,1050000,Nelson,,,,,,,,
Ivanhoe East,17 Streeton Cr,2850000,Miles,,,,,,,,
Ivanhoe East,14 York Av,3390000,Jellis,,,,,,,,
Ivanhoe East,3/204 The Boulevard,405000,Miles,,,,,,,,
Ivanhoe East,9/61 Maltravers Rd,520000,Miles,,,,,,,,
Jacana,52 Hales Cr,470000,YPA,,,,,,,,
Jacana,69 Lorraine Cr,461000,RE,,,,,,,,
Jacana,39 Emu Pde,551000,YPA,,,,,,,,
Jacana,60 Lorraine Cr,398000,Barry,,,,,,,,
Jacana,147 Sunset Bvd,350000,Barry,,,,,,,,
Jacana,7 Landy Rd,482000,Stockdale,,,,,,,,
Jacana,49 Hales Cr,495000,Stockdale,,,,,,,,
Jacana,11/1051 Pascoe Vale Rd,280000,Raine,,,,,,,,
Jacana,108 Sunset Bvd,425000,Barry,,,,,,,,
Jacana,16 Gavin St,537000,Barry,,,,,,,,
Jacana,3 Fidge Ct,600000,Woodards,,,,,,,,
Jacana,15 Bliburg St,460000,Eview,,,,,,,,
Jacana,1 Robinson St,611000,Barry,,,,,,,,
Jacana,149 Langton St,456000,YPA,,,,,,,,
Jacana,25 Bliburg St,495000,YPA,,,,,,,,
Jacana,17 Sunset Bvd,472500,YPA,,,,,,,,
Jacana,58 Bliburg St,421000,Barry,,,,,,,,
Kingsbury,1/21 The Fairway,480000,Darren,,,,,,,,
Kingsbury,31b Cash St,568500,Harcourts,,,,,,,,
Kingsbury,46 Dunne St,980000,Barry,,,,,,,,
Kingsbury,24 Stymie St,1000000,Ray,,,,,,,,
Kingsbury,53 Scott Gr,731000,Ray,,,,,,,,
Kingsbury,101 The Fairway,610000,Ray,,,,,,,,
Kingsbury,27 Keats Av,687000,Ray,,,,,,,,
Kingsbury,4/1 Oconnell St,380000,Barry,,,,,,,,
Kingsbury,36 Scott Gr,690000,Barry,,,,,,,,
Kingsbury,5 Golf Av,635000,Nelson,,,,,,,,
Kingsbury,9 Keats Av,590500,Ray,,,,,,,,
Kingsbury,93 The Fairway,607500,Barry,,,,,,,,
Kingsbury,33 Clunes St,705500,ASL,,,,,,,,
Kingsville,1/68 Edgar St,677200,Sweeney,,,,,,,,
Kingsville,92 Empress Av,960000,Village,,,,,,,,
Kingsville,134 Chirnside St,1155000,Jas,,,,,,,,
Kingsville,4 Chirnside St,817000,Village,,,,,,,,
Kingsville,132 Coronation St,1035000,Village,,,,,,,,
Kingsville,4 Kingsville St,816000,Village,,,,,,,,
Kingsville,104 Williamstown Rd,677500,Jas,,,,,,,,
Kingsville,149 Empress Av,1450000,Jas,,,,,,,,
Kingsville,83 Kingsville St,630000,Burnham,,,,,,,,
Kingsville,200 Somerville Rd,760000,Chambers,,,,,,,,
Kingsville,52a Williamstown Rd,730000,Village,,,,,,,,
Kingsville,88 Chirnside St,750000,Village,,,,,,,,
Kingsville,2/15 Edgar St,440000,hockingstuart,,,,,,,,
Kingsville,309 Geelong Rd,685000,Village,,,,,,,,
Kingsville,2/357 Geelong Rd,600000,Jas,,,,,,,,
Kingsville,153 Coronation St,967500,Jas,,,,,,,,
Kingsville,2/57 Kingsville St,210000,Jas,,,,,,,,
Kingsville,85 Empress Av,1210000,Greg,,,,,,,,
Kingsville,74 Chirnside St,1340000,Jas,,,,,,,,
Kingsville,12 Williamstown Rd,925000,Sweeney,,,,,,,,
Kingsville,60 Empress Av,912500,Village,,,,,,,,
Kingsville,17/5 Lewis St,270000,Jas,,,,,,,,
Kingsville,72 Chirnside St,1275000,Jas,,,,,,,,
Kingsville,57 Wales St,925000,Village,,,,,,,,
Kingsville,65 Empress Av,1085000,Jas,,,,,,,,
Kingsville,22 Coronation St,1336000,Jas,,,,,,,,
Kingsville,2/35 Kingsville St,200000,Greg,,,,,,,,
Murrumbeena,3a Irving Av,1185000,hockingstuart,,,,,,,,
Murrumbeena,1/22 Gerald St,1100000,hockingstuart,,,,,,,,
Murrumbeena,537 Neerim Rd,1500000,hockingstuart,,,,,,,,
Murrumbeena,11 Perth St,1470000,Hodges,,,,,,,,
Murrumbeena,3 Churchill Cl,1160000,hockingstuart,,,,,,,,
Murrumbeena,84 Dalny Rd,1100000,hockingstuart,,,,,,,,
Murrumbeena,9 Stewart St,820000,Woodards,,,,,,,,
Murrumbeena,5/13 Toward St,690000,hockingstuart,,,,,,,,
Murrumbeena,9 Winston Wy,1580000,Woodards,,,,,,,,
Murrumbeena,2/11 Howe St,740000,Buxton,,,,,,,,
Murrumbeena,7 Thomson Av,1420000,Woodards,,,,,,,,
Murrumbeena,1d Bute St,975000,Woodards,,,,,,,,
Murrumbeena,38 Dalny Rd,1060000,hockingstuart,,,,,,,,
Murrumbeena,4/16 Rosella St,680000,Buxton,,,,,,,,
Murrumbeena,2/43 Kangaroo Rd,825000,Buxton,,,,,,,,
Murrumbeena,15 Thaxted Rd,1430000,Woodards,,,,,,,,
Murrumbeena,6/21 Adelaide St,435000,Barry,,,,,,,,
Murrumbeena,17 Howe St,1370000,Woodards,,,,,,,,
Murrumbeena,22/41 Murrumbeena Rd,605000,Fletchers,,,,,,,,
Murrumbeena,18 Spark St,1355000,Ray,,,,,,,,
Murrumbeena,4/178 Murrumbeena Rd,785000,Buxton,,,,,,,,
Murrumbeena,12 Wahroongaa Rd,1420000,Woodards,,,,,,,,
Murrumbeena,21 Ardyne St,1610000,Ray,,,,,,,,
Murrumbeena,3/34 Bute St,290000,McGrath,,,,,,,,
Murrumbeena,199 Poath Rd,910500,hockingstuart,,,,,,,,
Murrumbeena,111/121 Murrumbeena Rd,480000,Gary,,,,,,,,
Murrumbeena,4/167 Murrumbeena Rd,331000,Thomson,,,,,,,,
Murrumbeena,62 Murrumbeena Cr,1000000,hockingstuart,,,,,,,,
Murrumbeena,3/14 Wilson St,685000,hockingstuart,,,,,,,,
Murrumbeena,28 Murrumbeena Cr,1500000,Buxton,,,,,,,,
Murrumbeena,14/24 Rosella St,256500,Gary,,,,,,,,
Murrumbeena,6 Thomson Av,1390000,Woodards,,,,,,,,
Murrumbeena,22 Lydson St,1365000,Gary,,,,,,,,
Murrumbeena,4/19 Rosella St,860000,Buxton,,,,,,,,
Murrumbeena,22 Brett St,1300000,Buxton,,,,,,,,
Murrumbeena,3/19 Howe St,835000,Matthew,,,,,,,,
Murrumbeena,1/178 Murrumbeena Rd,720000,hockingstuart,,,,,,,,
Murrumbeena,32 Leura St,861500,hockingstuart,,,,,,,,
Murrumbeena,116/41 Murrumbeena Rd,500000,Beller,,,,,,,,
Murrumbeena,19 Wahroongaa Rd,1670000,Woodards,,,,,,,,
Murrumbeena,1 Donal St,1400000,hockingstuart,,,,,,,,
Murrumbeena,3/59 Poath Rd,692000,Gary,,,,,,,,
Murrumbeena,2/15 Melbourne St,603000,Anderson,,,,,,,,
Murrumbeena,226 Murrumbeena Rd,1076000,Woodards,,,,,,,,
Murrumbeena,49 Dalny Rd,1100000,hockingstuart,,,,,,,,
Murrumbeena,2/190 Murrumbeena Rd,291000,Woodards,,,,,,,,
Murrumbeena,47A Rosella St,1200000,Buxton,,,,,,,,
Murrumbeena,22 Victory St,1090000,Gary,,,,,,,,
Murrumbeena,26 Innellan Rd,1220000,Thomson,,,,,,,,
Murrumbeena,14 Kinlock Av,1180000,Thomson,,,,,,,,
Murrumbeena,525a Neerim Rd,1800000,Ray,,,,,,,,
Murrumbeena,1/23 Rosella St,970000,Thomson,,,,,,,,
Murrumbeena,56b Wallace Av,1286000,Ray,,,,,,,,
Murrumbeena,8/145 Murrumbeena Rd,435000,Woodards,,,,,,,,
Murrumbeena,12 Omama Rd,1641000,Woodards,,,,,,,,
Murrumbeena,4/1 Howe St,745500,Buxton,,,,,,,,
Murrumbeena,3 Short St,1260000,Thomson,,,,,,,,
Ormond,208 Booran Rd,1401000,Noel,,,,,,,,
Ormond,28A Cadby Av,800000,Buxton,,,,,,,,
Ormond,17 Murray Rd,2250000,Marshall,,,,,,,,
Ormond,37 Thompson St,1715000,Buxton,,,,,,,,
Ormond,21 Tyrone St,1960000,Gary,,,,,,,,
Ormond,11/18 Ulupna Rd,360500,Buxton,,,,,,,,
Ormond,7/30 Walsh St,250000,Ray,,,,,,,,
Ormond,3/10 Ormond Rd,290000,Ray,,,,,,,,
Ormond,4 Thompson St,1708000,C21,,,,,,,,
Ormond,1/316 Tucker Rd,758000,Buxton,,,,,,,,
Ormond,2/498 North Rd,600000,Woodards,,,,,,,,
Ormond,9 Queen St,1920000,Buxton,,,,,,,,
Ormond,1 Bethell St,1256000,hockingstuart,,,,,,,,
Ormond,15 Tyrone St,1918000,Buxton,,,,,,,,
Ormond,2/27 Wheeler St,900000,hockingstuart,,,,,,,,
Ormond,27 Bewdley St,1875000,hockingstuart,,,,,,,,
Ormond,22 Oakleigh Cr,1515000,Woodards,,,,,,,,
Ormond,32a Bewdley St,1250000,Ray,,,,,,,,
Ormond,13 Stewart St,1360000,hockingstuart,,,,,,,,
Ormond,37 Lewis St,1770000,hockingstuart,,,,,,,,
Ormond,14/21 Lillimur Rd,435000,RT,,,,,,,,
Ormond,9 Ruby St,1836000,hockingstuart,,,,,,,,
Ormond,44 Thompson St,1250000,hockingstuart,,,,,,,,
Ormond,2/31 Malane St,950000,Gary,,,,,,,,
Ormond,1/15 Murray Rd,1390000,hockingstuart,,,,,,,,
Ormond,35b Murray Rd,1520000,hockingstuart,,,,,,,,
Ormond,7/4 Holloway St,260000,Ray,,,,,,,,
Ormond,6 Dunlop Av,1580000,Buxton,,,,,,,,
Ormond,3/25 Holloway St,822500,hockingstuart,,,,,,,,
Ormond,2/43 Ulupna Rd,810000,hockingstuart,,,,,,,,
Ormond,16 Wallen Rd,1322000,hockingstuart,,,,,,,,
Ormond,3a Fraser St,861000,Gary,,,,,,,,
Ormond,616 North Rd,765000,Eview,,,,,,,,
Ormond,2/3 Coane St,973000,Marshall,,,,,,,,
Ormond,58 Draper St,1845000,Buxton,,,,,,,,
Ormond,16 Sherwood St,1535000,Marshall,,,,,,,,
Ormond,21 Stewart St,2005000,hockingstuart,,,,,,,,
Ormond,3/16 Wheeler St,932000,Woodards,,,,,,,,
Ormond,245 Grange Rd,1500000,Ray,,,,,,,,
Ormond,4/4 Ormond Rd,260000,Thomson,,,,,,,,
Ormond,13 Parker St,1390000,Ray,,,,,,,,
Ormond,2 Stewart St,940000,Buxton,,,,,,,,
Ormond,20 Howard Av,1350000,McGrath,,,,,,,,
Ormond,6/13 Ulupna Rd,296000,Thomson,,,,,,,,
Ormond,11a Bewdley St,1575000,Buxton,,,,,,,,
Ormond,48 Stewart St,1850000,hockingstuart,,,,,,,,
Ormond,1/75 Lillimur Rd,475000,Gary,,,,,,,,
Ormond,4/50 Glen Orme Av,823000,Buxton,,,,,,,,
Ormond,1/25 Murray Rd,820000,Buxton,,,,,,,,
Ormond,2/26 Wicklow St,940000,Buxton,,,,,,,,
Ormond,1 Blackshaw St,1668000,Buxton,,,,,,,,
Ormond,2 Logan Av,1960000,Buxton,,,,,,,,
Ormond,1 Carcoola Ct,1470000,Woodards,,,,,,,,
Ormond,55 Carlyon St,981000,C21,,,,,,,,
Ormond,5/11 Ormond Rd,430000,Purplebricks,,,,,,,,
Ormond,1/280 Grange Rd,1200000,hockingstuart,,,,,,,,
Ormond,10/21 Lillimur Rd,362000,hockingstuart,,,,,,,,
Ormond,3/11 Ormond Rd,410000,Stockdale,,,,,,,,
Ormond,5/254 Booran Rd,1197000,Gary,,,,,,,,
Ormond,41 Queen St,1690000,Buxton,,,,,,,,
Ormond,7/21 Lillimur Rd,447000,Ray,,,,,,,,
Ormond,2 Wimmera St,1177000,Thomson,,,,,,,,
Ormond,2/35 Leila Rd,617500,Biggin,,,,,,,,
Ormond,1/24 Lillimur Rd,479500,Ray,,,,,,,,
Ormond,19 Anthony St,2050000,Noel,,,,,,,,
Ormond,3/302 Grange Rd,405000,Besser,,,,,,,,
Ormond,5/30 Lillimur Rd,450000,Ray,,,,,,,,
West Footscray,3/589 Barkly St,300000,Sweeney,,,,,,,,
West Footscray,1 Buxton St,1061000,Burnham,,,,,,,,
West Footscray,22 Clarendon Pde,1020000,Alexkarbon,,,,,,,,
West Footscray,140 Essex St,912500,Village,,,,,,,,
West Footscray,3/12 Rondell Av,565000,hockingstuart,,,,,,,,
West Footscray,8 View St,1074000,Village,,,,,,,,
West Footscray,20 Wellington St,1021000,Jas,,,,,,,,
West Footscray,742 Barkly St,1415000,Biggin,,,,,,,,
West Footscray,29 Devonshire St,710000,Sweeney,,,,,,,,
West Footscray,12/119 Essex St,510500,Jas,,,,,,,,
West Footscray,90 Pitt St,837000,Sweeney,,,,,,,,
West Footscray,38 Wellington St,850000,Sweeney,,,,,,,,
West Footscray,86 Ashley St,850000,Sweeney,,,,,,,,
West Footscray,1/12 Hatfield Ct,520000,Sweeney,,,,,,,,
West Footscray,2/705 Barkly St,347000,Jas,,,,,,,,
West Footscray,4 Rupert St,1225000,Jas,,,,,,,,
West Footscray,12/32 Argyle St,438000,hockingstuart,,,,,,,,
West Footscray,2/10 Hatfield Ct,360000,Sweeney,,,,,,,,
West Footscray,18/24 Dongola Rd,620000,Village,,,,,,,,
West Footscray,5/28 Hampton Pde,415000,Sweeney,,,,,,,,
West Footscray,1/37 Hampton Pde,723000,Village,,,,,,,,
West Footscray,1/12 Hatfield Ct,530000,Sweeney,,,,,,,,
West Footscray,45 Hansen St,967000,Jas,,,,,,,,
West Footscray,13 Soudan Rd,840000,Brad,,,,,,,,
West Footscray,8/21 Hampton Pde,241000,Sweeney,,,,,,,,
West Footscray,12 Stonemark Ct,910000,Biggin,,,,,,,,
West Footscray,12/624 Barkly St,470000,hockingstuart,,,,,,,,
West Footscray,11 Elphinstone St,820000,Sweeney,,,,,,,,
West Footscray,12 Stanley St,756000,Brad,,,,,,,,
West Footscray,49 Napoleon St,845000,Jas,,,,,,,,
West Footscray,21 Park Av,555000,Sweeney,,,,,,,,
West Footscray,120 Cross St,850000,Ray,,,,,,,,
West Footscray,1/9 Indwe St,620000,Nelson,,,,,,,,
West Footscray,21 Napoleon St,1001000,Burnham,,,,,,,,
